-50,453
-42,613
-42,925
-43,1242
-40,1716
-41,2027
-41,2341
-43,2650
-50,2814
-50,3124
-50,3436
-49,3744
-42,4217
-42,4535
-42,4848
-42,5156
-39,5312
-39,5626
-39,5948
-49,6112
-49,6426
-50,6743
-43,7221
-43,7541
-45,7859
-44,8015
-44,8325
-47,8635
-47,8950
-48,9424
-50,9741
-53,10052
-42,10521
-47,10837
-48,11151
-60,11625
-59,11944
-67,12416
-70,12738
-70,13056
-63,13217
-63,13538
-63,13857
-67,14015
-64,14335
-66,14645
-65,14958
-75,15732
-68,16517
-70,16837
-73,17150
-75,17618
-69,17928
-73,18238
-75,18552
-74,20120
-76,20432
-78,20742
-79,21216
-74,21531
-74,21847
-128,0
-80,36638
-79,36950
-78,37111
-74,37421
-73,37732
-78,38045
-80,39158
-72,39319
-70,39632
-70,39939
-68,40249
-70,40559
-68,40717
-67,41034
-67,41354
-72,41821
-75,42447
-79,42756
-68,42916
-62,43229
-55,43541
-47,44020
-47,44343
-44,44660
-56,44821
-63,45129
-57,45451
-52,45923
-50,46234
-50,46549
-49,47025
-51,47339
-52,47653
-62,47811
-60,48130
-58,48445
-52,48920
-52,49238
-51,49553
