-64,35656
-65,35734
-65,35758
-69,35833
-66,35936
-66,35958
-67,36026
-68,36047
-70,36121
-71,36143
-71,36220
-73,36241
-72,36314
-72,36336
-74,36413
-74,36442
-79,36515
-77,36542
-69,36616
-68,36641
-73,36717
-73,36738
-75,36833
-72,36933
-72,36960
-78,37014
-78,37040
-78,37125
-73,37151
-69,37227
-69,37249
-72,37329
-74,37354
-69,37427
-67,37448
-68,37522
-68,37542
-70,37619
-70,37644
-65,37736
-65,37757
-67,37836
-66,37859
-73,37931
-73,37957
-65,38035
-65,38058
-66,38112
-66,38136
-66,38159
-78,38235
-65,38332
-65,38351
-66,38431
-66,38455
-65,38614
-61,38639
-65,38735
-66,38756
-74,38811
-74,38841
-63,38914
-62,38941
-64,39032
-64,39055
-75,39124
-75,39146
-62,39218
-62,39243
-62,39324
-62,39348
-73,39434
-73,39458
-62,39532
-62,39632
-62,39654
-72,39724
-70,39753
-59,39825
-59,39850
-60,39923
-60,39953
-68,40020
-68,40047
-62,40125
-63,40153
-59,40222
-58,40246
-65,40315
-65,40337
-64,40359
-60,40415
-60,40436
-62,40460
-64,40535
-64,40559
-70,40628
-70,40653
-61,40738
-60,40820
-59,40846
-67,40916
-69,40944
-62,41019
-60,41048
-60,41123
-61,41149
-68,41225
-67,41247
-57,41329
-59,41351
-59,41423
-60,41449
-67,41517
-66,41538
-56,41633
-61,41657
-62,41737
-66,41760
-70,41833
-60,41936
-57,42033
-67,42131
-66,42152
-52,42218
-52,42243
-55,42319
-54,42343
-65,42417
-65,42443
-50,42518
-50,42539
-50,42560
-53,42630
-53,42653
-64,42731
-47,42834
-47,42855
-50,42929
-50,42951
-58,43027
-59,43047
-47,43124
-48,43151
-49,43223
-49,43243
-58,43323
-58,43345
-47,43423
-47,43448
-50,43516
-50,43541
-61,43626
-60,43651
-47,43720
-47,43750
-51,43823
-51,43844
-59,43922
-60,43952
-50,44028
-49,44048
-52,44125
-52,44151
-62,44226
-62,44253
-50,44320
-50,44348
-53,44428
-53,44449
-62,44526
-61,44554
-50,44630
-50,44658
-54,44711
-54,44740
-54,44761
-61,44835
-62,44861
-51,44930
-51,44958
-54,45030
-54,45050
-63,45129
-63,45150
-55,45346
-52,45829
-54,46145
-69,46623
-67,46938
-66,47250
-61,47720
-62,48029
-62,48345
-59,48660
-59,48818
-56,49137
-52,49449
-61,49613
-60,49928
-59,50240
-56,50549
-48,51022
-51,51336
-52,51650
-47,52124
-48,52442
-60,52918
-61,53225
-60,53546
-55,54019
-52,54332
-52,54645
-51,55125
-48,55437
-48,55754
-54,55912
-56,56230
-55,56548
-48,57022
-48,57338
-47,57648
-45,58122
-45,58434
-46,58739
-50,59048
-54,59361
-61,59521
-56,59837
-62,60149
-51,60631
-52,60947
-48,61421
-47,61731
-46,62050
-46,62359
-60,62522
-58,62844
-59,63154
-50,63313
-50,63622
-50,63941
-50,64256
-47,64416
-48,64730
-50,65048
-62,65532
-66,65842
-65,66157
-61,66316
-60,66635
-62,66947
-60,67422
-62,67737
-63,68052
-63,68359
-72,68520
-78,68833
-72,69617
-72,69936
-70,70243
-71,70549
-71,71018
-73,71645
-75,71959
-79,72116
-75,73215
-74,73524
-76,73842
-79,74158
-80,74954
-80,76220
-79,77939
-80,79824
-80,80141
-80,81252
-79,82815
-77,83927
-79,84247
-128,0
-78,89125
-79,89758
-128,0
-77,93221
-74,93544
-80,95118
-76,95436
-79,95751
-74,96225
-68,96536
-69,96848
-68,98425
-68,98735
-73,99056
-70,99217
-68,99524
-67,99843
-65,100157
-79,101261
-70,101421
-71,101730
-67,102043
-66,102356
-56,102824
-51,103140
-50,103452
-69,103921
-63,104238
-59,104553
-55,105024
-62,105339
-57,105661
-56,105814
-58,106131
-58,106450
-69,106923
-68,107236
-68,107545
-66,108017
-72,108328
-67,108644
-68,108953
-75,109114
-75,109434
-66,109746
-65,111327
-66,111638
-66,111951
-64,112416
-70,112730
-80,113040
-75,113360
-70,114313
-73,114631
-73,114951
-68,115430
-68,115747
-71,116220
-72,116531
-72,116845
-72,117318
-67,117629
-66,117942
-65,118417
-63,118738
-61,119047
-62,119355
-68,119519
-69,119841
-68,120150
-70,120627
-67,120939
-69,121259
-69,121417
-69,121739
-63,122054
-69,122218
-76,122538
-72,122849
-70,123324
-72,123635
-66,124423
-62,124737
-59,125056
-71,125219
-66,125532
-67,125847
-58,126628
-59,126940
-60,127259
-53,127413
-66,127723
-65,128039
-66,128349
-66,128660
-76,128819
-80,129128
-51,129922
-62,130231
-54,130541
-55,130858
-52,131017
-49,131335
-50,131652
-59,131811
-61,132129
-59,132447
-57,132918
-66,133237
-69,133552
-68,134016
-63,134335
-67,134646
-62,134960
-67,135117
-68,135427
-64,135743
-62,136056
-56,136213
-52,136532
-50,136846
-50,137158
-46,137319
-47,137635
-51,137954
-60,138117
-63,138438
-65,138757
-57,138916
-61,139237
-67,139548
-64,139858
-62,140323
-63,140638
-62,140948
-62,141256
-76,141413
-73,141737
-75,142056
-69,142215
-67,142528
-67,142838
-67,143154
-68,143627
-67,143936
-73,144244
-77,144722
-73,145041
-72,145360
-76,145514
-76,145829
-80,146140
-68,146451
-67,146919
-68,147232
-80,147542
-65,147858
-78,148015
-80,148331
-79,148650
-78,149123
-76,149913
-72,150234
-69,150548
-79,150711
-128,0
-74,174226
-79,174542
-128,0
-79,178148
-78,179728
-77,180043
-70,180521
-71,180845
-72,182112
-68,182733
-69,183049
-59,183522
-55,183834
-54,184147
-60,184312
-63,184632
-70,184940
-53,185257
-53,185418
-51,185730
-53,186043
-62,186356
-55,186512
-55,186822
-71,187133
-63,187445
-72,187920
-66,188231
-68,188542
-66,188858
-59,189011
-67,189325
-66,189641
-57,189958
-61,190115
-51,190434
-59,190746
-54,191051
-71,191526
-68,191844
-68,192160
-57,192320
-56,192630
-57,192952
-55,193430
-56,193748
-68,194226
-65,194538
-66,194856
-59,195016
-58,195327
-57,195635
-58,195949
-56,196422
-57,196736
