21053,-66
unlock
21131,-70
21229,-61
21255,-62
21330,-54
21355,-53
21412,-63
21441,-63
21510,-53
21538,-54
21612,-64
21634,-68
21658,-63
21715,-64
21744,-62
21815,-50
21836,-50
21914,-53
21941,-53
22021,-58
22041,-57
22116,-45
22140,-46
22220,-50
22244,-48
22320,-51
22349,-50
22417,-39
22445,-43
22521,-48
22548,-46
22625,-55
22645,-56
22719,-51
22740,-51
22818,-54
22842,-53
22918,-55
22941,-56
23022,-51
23046,-51
23120,-55
23140,-56
23214,-60
23235,-62
23313,-56
23338,-56
23418,-62
23441,-61
23524,-66
23549,-65
23617,-54
23644,-54
23721,-55
23747,-55
23824,-60
23852,-63
23933,-53
23957,-53
24028,-56
24050,-56
24133,-69
24158,-67
24234,-62
24312,-67
24335,-69
24357,-70
24432,-77
24526,-69
24547,-69
24620,-71
24644,-73
24815,-62
24844,-63
24920,-68
24949,-66
25022,-69
25043,-67
25130,-67
25156,-70
25229,-64
25255,-63
25329,-72
25353,-71
25428,-62
25458,-62
25537,-76
25616,-70
25636,-69
25727,-65
25754,-66
25823,-66
25848,-67
25935,-72
26010,-67
26033,-65
26053,-66
26111,-65
26135,-67
26239,-70
26313,-67
26334,-66
26411,-66
26430,-67
26451,-68
26535,-72
26557,-72
26629,-67
26659,-67
26729,-71
26752,-72
26854,-80
26936,-78
27033,-75
27212,-78
27321,-70
27344,-70
27512,-68
27534,-70
27613,-74
27642,-80
27713,-76
27741,-79
27816,-71
27842,-70
27915,-75
27938,-74
28022,-74
28044,-76
28221,-80
28243,-79
28323,-78
28349,-80
28447,-77
28517,-80
28542,-76
28624,-80
28649,-79
28725,-72
28751,-73
28822,-70
28851,-72
28928,-75
28953,-74
29019,-73
29048,-70
29125,-74
29146,-75
29225,-79
29249,-79
29327,-76
29349,-78
29625,-67
29650,-70
29728,-72
29751,-75
29829,-76
29855,-78
29927,-79
30313,-78
30336,-80
30512,-80
30538,-80
30827,-72
30852,-71
30936,-74
31120,-80
31143,-78
31245,-80
31348,-80
31424,-80
31532,-80
31552,-77
31731,-77
31751,-78
32027,-80
32312,-80
32741,-78
32911,-73
32935,-73
33034,-79
33055,-77
33219,-79
33242,-77
33322,-77
33352,-80
33522,-72
33541,-72
33612,-79
33635,-79
33659,-78
34115,-78
34138,-80
34718,-77
34741,-75
35016,-79
35038,-79
35317,-80
35343,-79
lock
42612,-79
unlock
42633,-80
44014,-78
44043,-78
44122,-78
44143,-79
lock
46411,-78
48510,-79
48531,-78
unlock
50034,-77
50113,-79
50619,-79
50647,-80
51029,-78
51053,-77
51212,-77
51525,-78
lock
54042,-77
54356,-79
54509,-73
54832,-73
55142,-71
55455,-77
55618,-80
55933,-79
unlock
56556,-76
56716,-69
57038,-73
57812,-78
58122,-66
58438,-67
58749,-72
58912,-70
59235,-70
59555,-71
60026,-63
60342,-59
60657,-59
60813,-56
61128,-53
61442,-60
61918,-58
62239,-54
62551,-51
62711,-47
63026,-51
63336,-63
63657,-53
63811,-54
64122,-59
64442,-63
64759,-59
64922,-68
65232,-64
65546,-71
65859,-71
66011,-73
66324,-67
66642,-69
67119,-66
67436,-64
67745,-64
68220,-72
68531,-74
69322,-71
69632,-76
69946,-74
70256,-77
70417,-66
70727,-76
71041,-74
71521,-78
72147,-79
72929,-76
73726,-78
74042,-75
lock
76411,-79
89452,-80
unlock
89916,-79
lock
92753,-79
93223,-79
93531,-71
93849,-77
94319,-78
94633,-80
95110,-77
95423,-73
unlock
95742,-75
96054,-78
96212,-65
96525,-65
96835,-66
97151,-64
97311,-69
97631,-74
97945,-70
98419,-60
98741,-63
99217,-51
99532,-51
99838,-54
100159,-56
100315,-62
100634,-60
100951,-65
101428,-57
101746,-66
102212,-60
102524,-65
102845,-71
103318,-79
103630,-78
103952,-77
105052,-76
106150,-77
lock
125928,-79
unlock
128612,-76
129545,-80
131123,-72
131740,-80
132053,-69
132516,-60
132840,-57
133156,-62
133320,-64
133632,-62
133945,-63
134257,-63
134410,-68
134725,-56
135039,-66
135518,-70
135832,-73
136145,-78
136457,-79
137258,-76
137417,-77
138212,-80
lock
157739,-79
unlock
159653,-77
159813,-75
lock
161843,-77
162620,-79
162927,-72
163238,-69
163551,-64
163859,-57
164011,-56
164326,-46
164639,-44
unlock
164955,-45
165111,-45
165423,-51
165742,-52
166218,-51
166540,-52
166849,-52
167318,-52
167633,-53
167946,-51
168110,-54
168426,-53
168740,-54
169059,-59
169213,-55
169524,-61
169837,-54
170154,-60
170459,-62
170612,-60
170926,-63
171233,-66
171546,-68
171857,-67
172015,-75
172329,-76
172639,-77
173120,-66
173434,-66
173752,-73
174214,-70
174527,-69
174843,-72
176115,-76
176744,-80
177211,-79
177521,-74
lock
197333,-75
unlock
197641,-73
199226,-76
199541,-77
199847,-73
200629,-72
200947,-76
201258,-78
201422,-78
202050,-79
202525,-71
202839,-62
203154,-60
203314,-55
203632,-59
203949,-51
204111,-56
204425,-58
204741,-57
205218,-51
205531,-54
205841,-57
206318,-54
206631,-57
206952,-56
207115,-69
207427,-67
207747,-70
208526,-64
208836,-69
209150,-72
209457,-78
209610,-70
209927,-72
210239,-76
210554,-74
211028,-71
211343,-75
211822,-74
